0.06,1,0.009373169,5.553967,0.045,9.126198,0.1256294,1.002588,7.038595,2005,117.27,31.86
0.29346,1,0.03858393,5.919888,0.278,10.76177,0.1480195,10.95377,10.6858,2005,116.46,39.92
0.07117053,1,0.009266614,6.202151,0.112,9.804054,0.0924433,5.292358,7.542982,2005,119.3,26.08
0.06443598,1,0.01136364,4.863217,0.049,8.900003,0.2302639,0.8802517,6.860004,2005,103.73,36.03
0.08272385,1,0.01685326,7.635028,0.162,10.08568,0.1042239,12.15929,8.364961,2005,113.23,23.16
0.07972929,1,0.01303403,5.743196,0.071,8.995785,0.1634056,0.8640363,7.659452,2005,108.33,22.84
0.04358302,1,0.007901235,5.107157,0.029,8.55987,0.2684314,0.4514887,6.418152,2005,106.71,26.57
0.0684862,1,0.01206434,4.260988,0.083,9.28294,0.170912,1.792795,8.108647,2005,110.35,20.02
0.08233853,1,0.009512244,6.211323,0.071,9.46071,0.1116055,1.143007,8.169494,2005,114.48,38.03
0.08482868,1,0.006897543,6.249203,0.042,9.303649,0.108951,0.4705839,7.985513,2005,113.65,34.76
0.1279347,1,0.008099565,5.751397,0.083,9.429957,0.1656274,1.255002,8.459982,2005,126.63,45.75
0.09561744,1,0.00882526,5.850218,0.081,9.336267,0.1203642,0.8733413,7.822281,2005,114.31,30.52
0.05700476,1,0.01067073,5.841688,0.055,9.230143,0.1371167,0.5877923,7.990917,2005,113,28.21
0.07315604,1,0.01088483,5.506916,0.074,9.233764,0.2273078,1.467086,8.468291,2005,125.35,43.88
0.04040772,1,0.01071193,6.50868,0.104,10.08514,0.09234437,7.848558,8.133954,2005,118.78,32.04
0.06165561,1,0.01068533,5.488276,0.043,9.123911,0.1430909,0.6435488,7.53133,2005,115.89,28.68
0.07903703,1,0.01014723,6.04085,0.088,9.753246,0.1658715,3.524775,8.746092,2005,123.38,41.8
0.06597203,1,0.01028383,5.237665,0.048,9.595263,0.1935125,0.863533,8.223356,2005,111.65,40.82
0.05392079,1,0.008278146,3.796388,0.054,9.18973,0.2763408,1.040096,7.374941,2005,106.27,38.47
0.07960349,1,0.01882353,3.411148,0.053,9.130539,0.3399079,0.5164351,6.758106,2005,101.74,36.56
0.0772416,1,0.007322308,6.502805,0.107,9.758924,0.09194106,3.002599,7.721857,2005,117,36.65
0.0994807,1,0.01132597,5.548259,0.08,9.408781,0.1639334,0.8482974,8.417131,2005,112.53,37.87
0.1173095,1,0.01055488,5.727271,0.085,9.245418,0.1673897,0.7481954,8.062368,2005,108.95,34.27
0.120068,1,0.01268499,5.916687,0.245,10.80724,0.1789977,12.64268,10.02573,2005,121.48,31.22
0.09669838,1,0.01019796,6.078995,0.074,9.085684,0.1503884,0.6852381,6.837249,2005,104.06,30.67
0.1409683,1,0.01237751,5.095283,0.22,10.32768,0.1399734,10.52531,9.512898,2005,117.2,39.13
0.08680556,1,0.01714286,2.727199,0.032,9.074864,0.7628548,0.527413,3.738415,2005,91.11,29.97
0.1042643,1,0.009034908,5.101877,0.063,9.448333,0.2059195,1.965857,8.203285,2005,87.68,43.77
0.08905918,1,0.01179341,5.535679,0.054,8.973351,0.2190897,0.8462574,6.37782,2005,102.73,25.04
0.0584002,1,0.01073149,6.683299,0.142,10.17645,0.097137,5.143589,7.613715,2005,120.19,30.26
0.1006443,1,0.01123596,5.296115,0.068,9.420196,0.1413264,0.7768171,7.391845,2005,106.54,29.59
0.04729825,1,0.0101904,6.735329,0.227,9.995292,0.1952943,0.1240159,7.621315,2010,117.27,31.86
0.2682505,1,0.06449118,7.021084,0.694,11.26839,0.1815905,1.364945,11.17257,2010,116.46,39.92
0.06433527,1,0.009071189,7.043448,0.509,10.61578,0.1129872,0.4908572,8.34637,2010,119.3,26.08
0.05220631,1,0.009264025,6.020611,0.248,9.643485,0.3723863,0.1270743,7.29111,2010,103.73,36.03
0.1326942,1,0.01573536,8.336961,0.553,10.70704,0.1180017,1.15647,8.871709,2010,113.23,23.16
0.05713072,1,0.01136723,6.676214,0.252,9.802009,0.23474,0.1404092,8.095667,2010,108.33,22.84
0.05275005,1,0.01203745,6.208529,0.198,9.463586,0.3610268,0.04713934,7.081505,2010,106.71,26.57
0.04168502,1,0.008610086,5.369521,0.351,10.0572,0.2877209,0.2897626,8.436929,2010,110.35,20.02
0.06068094,1,0.01212471,7.165115,312,10.13888,0.1566487,0.1581504,8.424938,2010,114.48,38.03
0.04317767,1,0.006518558,7.23248,0.255,10.08514,0.1507897,0.05328203,8.387435,2010,113.65,34.76
0.09262175,1,0.01217391,6.548033,0.295,9.984791,0.2712071,0.2078964,8.7457,2010,126.63,45.75
0.09688383,1,0.008818342,6.890934,0.333,10.2527,0.1541514,0.108183,8.488683,2010,114.31,30.52
0.05554074,1,0.0112715,6.916656,0.273,10.08602,0.1735218,0.06370523,8.465346,2010,113,28.21
0.08014928,1,0.01943199,6.375706,0.322,10.05921,0.2788004,0.1778854,8.902767,2010,125.35,43.88
0.05289309,1,0.01139042,7.668757,0.428,10.87402,0.1187433,0.7619451,8.546052,2010,118.78,32.04
0.04861128,1,0.01109617,6.484864,0.214,9.956981,0.2049685,0.1559713,8.522894,2010,115.89,28.68
0.102492,1,0.01351091,7.015012,0.444,10.36998,0.2299763,0.3931844,9.237282,2010,123.38,41.8
0.03787879,1,0.01565008,6.371184,0.308,10.41217,0.2772595,0.07206915,8.494596,2010,111.65,40.82
0.04089842,1,0.01011804,4.87596,0.28,10.12599,0.3547305,0.08441907,8.216604,2010,106.27,38.47
0.03359259,1,0.01520913,4.710161,0.336,9.924172,0.6497116,0.04667778,7.447928,2010,101.74,36.56
0.05026372,1,0.006902322,7.526103,0.352,10.48007,0.1221912,0.3774762,8.312775,2010,117,36.65
0.1034345,1,0.01039554,6.54634,0.365,10.14384,0.2169117,0.09561513,8.87643,2010,112.53,37.87
0.03757799,1,0.01946272,6.709085,0.343,10.18067,0.2253717,0.08321042,8.584544,2010,108.95,34.27
0.1244805,1,0.01705269,7.001965,0.645,11.2822,0.1843604,1.394114,10.64691,2010,121.48,31.22
0.09555968,1,0.01104101,7.230346,0.244,9.963171,0.2472005,0.1284898,7.693973,2010,104.06,30.67
0.1479525,1,0.01069519,5.990114,0.527,10.89772,0.2015635,0.8136328,10.05155,2010,117.2,39.13
0.1277974,1,0.01801802,2.654649,0.279,9.753188,1.074361,0.1103481,4.54779,2010,91.11,29.97
0.05958625,1,0.007058824,6.286594,0.379,10.11456,0.316949,0.2163395,8.65801,2010,87.68,43.77
0.0751127,1,0.01084263,6.625565,0.223,9.733055,0.2954921,0.1175329,6.905298,2010,102.73,25.04
0.06592625,1,0.01267542,7.57444,0.538,10.84174,0.1170763,0.6263902,8.404338,2010,120.19,30.26
0.08696118,1,0.01088589,6.310972,0.346,10.24296,0.2119004,0.104305,7.934099,2010,106.54,29.59
0.09620107,1,0.01498638,6.561412,0.394,10.57088,0.2198383,0.1644601,8.795985,2015,117.27,31.86
0.3065009,1,0.08748231,6.828019,0.756,11.64974,0.231554,1.056036,12.08065,2015,116.46,39.92
0.1210334,1,0.01357261,6.757641,0.696,11.15856,0.1492041,0.51572,8.871032,2015,119.3,26.08
0.05820625,1,0.01031322,5.855903,0.388,10.13714,0.4511957,0.09935108,8.44493,2015,103.73,36.03
0.1382025,1,0.01812115,8.055167,0.724,11.14596,0.1716498,1.120796,9.496065,2015,113.23,23.16
0.09687015,1,0.01085348,6.409994,0.428,10.34142,0.2747374,0.2828248,8.68266,2015,108.33,22.84
0.07030068,1,0.01073171,6.176678,0.384,10.30748,0.3737311,0.09497599,7.780725,2015,106.71,26.57
0.09700939,1,0.01494024,5.143475,0.516,10.62532,0.3319131,0.3063928,9.198571,2015,110.35,20.02
0.1012983,1,0.01367309,6.764416,0.505,10.48159,0.2133535,0.1598525,9.041526,2015,114.48,38.03
0.09355067,1,0.009237055,7.059936,0.392,10.57666,0.1833495,0.1629777,8.82643,2015,113.65,34.76
0.1237974,1,0.01707036,6.129682,0.445,10.3282,0.3439401,0.1472406,9.375223,2015,126.63,45.75
0.1163205,1,0.01614488,6.719424,0.468,10.85929,0.2021105,0.1229743,9.33253,2015,114.31,30.52
0.09255245,1,0.01243309,6.687744,0.399,10.65055,0.2007359,0.08410769,9.302856,2015,113,28.21
0.08673669,1,0.02030145,5.861156,0.477,10.50208,0.321132,0.1543601,9.392891,2015,125.35,43.88
0.1003809,1,0.01823336,7.495803,0.555,11.40117,0.1359548,0.6271856,9.490087,2015,118.78,32.04
0.07023643,1,0.01394381,6.310591,0.387,10.51461,0.2629507,0.2069763,8.87176,2015,115.89,28.68
0.1162719,1,0.02150711,6.592222,0.622,10.7379,0.2217488,0.3888958,9.839948,2015,123.38,41.8
0.07327203,1,0.01676165,5.932431,0.503,10.85192,0.3284393,0.08053886,9.36508,2015,111.65,40.82
0.06691541,1,0.01094391,4.814053,0.493,10.5663,0.4413778,0.1187519,8.888126,2015,106.27,38.47
0.07729885,1,0.01275917,4.621536,0.545,10.44354,0.7534361,0.07879967,7.513753,2015,101.74,36.56
0.08235582,1,0.0140697,7.146032,0.489,10.93866,0.1492167,0.3564894,9.033652,2015,117,36.65
0.0884867,1,0.01249148,6.158672,0.542,10.38514,0.2891901,0.101606,9.634122,2015,112.53,37.87
0.0679472,1,0.01992966,6.550352,0.5,10.76429,0.244489,0.1395818,9.546047,2015,108.95,34.27
0.186916,1,0.0398619,6.657703,0.731,11.61802,0.2302808,1.368708,10.95067,2015,121.48,31.22
